created_on,content
2021-03-05T04:46:45.737Z,lol the pibble defense brigade out in force in the replies be like well mine dindu nuffin that not how statistics work
2022-03-15T06:55:25.465Z,my nigga my nigga
2021-09-05T13:45:04.568Z,believe it or not it sunday morning and i m up on my way to work this is ghetto
2021-11-26T20:02:04.211Z,you would have to be really ugly or extremely socially retarded to be a femcel you seen the way dudes act for pussy
2021-09-10T22:18:18.495Z,can e g asians only code in unicode due to the symbols if not how are they handling ascii
2020-08-30T10:46:28.027Z,kidd is a formal name for a baby goat and nsfmw means not safe for muslim work
2021-12-20T05:18:12.790Z,my son is a gay cis african american man in nyc i am white cis in my mid in nc he is much more opposed to cancel culture than me by a harsh longshot
2021-04-04T19:53:26.432Z,people can be so retarded some times if it such an issue maybe the introduce yourself section should just be gone
2021-08-15T01:01:21.401Z,i can t go out sad over no nigga
2020-09-30T11:18:38.014Z,i will insult whoever the fuck i want be nice to the little brown dyke trying to shred your constitutional rights fuck you cuck btw quit white knighting for the little dyke she will never notice you
2020-10-22T22:01:26.408Z,yep obozo he knew all of the crimes the muslim camel jockey who hates himself if only i would have looked into acorn in chicago it all was right there but hell we got trump maga
2021-04-24T07:44:09.965Z,fuck a blunt nigga need a backwood
2020-12-07T05:31:03.643Z,honestly man most of you guys are nigger faggots
2021-10-10T03:23:25.474Z,through blackmail philip was recruited into the sewers only to be stopped by the arrival of power ring
2021-04-11T07:46:01.413Z,our youth are inundated with nigger subculture nigger music niggers on niggers in movies nigger ball etc they are not taught the greatness of the great composers painters artists the greatness of our military commanders the greatness of our ability to explore
2021-04-19T22:36:46.984Z,any country that has no go zones where citizens are warned to stay out of because of constant immigrant and refugee violence is no longer a country
2021-07-02T08:43:50.167Z,the rest of the world thinks you re a racist homophobic sex criminal
2020-12-25T11:40:31.074Z,facetuning yourself and not the bitch next to you in the photograph is a fucking hate crime
2020-06-04T11:34:29.426Z,telling bisexual women that they can not say dyke as if they do not get called it by bigoted attackers is erasing the fact that bisexual women can be butch and can date women you all act like bisexual women are not valid bc we also like men and it disgusting
2021-09-10T19:30:56.490Z,i smile when i see lgbtq jews same with mudshark jews breed them out of existence the only good jew is a queer jew japs bbc
2021-03-27T13:51:14.423Z,these sand niggers can be bretty funny
2021-08-25T23:06:17.302Z,yeah humnh what how do i use this app i m alittle retarded
2022-03-23T10:09:02.263Z,you are a gay nigger if you mute me but you are from outer space if you like me
2020-09-06T14:45:28.409Z,there are good and decent people here who have no interest in hearing jew nigger kike spic jap wop dago mick kraut porch monkey sand nigger moon cricket must they endure just so you can have your opinion validated
2021-12-29T23:10:14.245Z,i am surprised that nigger is not raping those other monkeys good thing that stick is in his way
2020-05-26T06:38:47.019Z,this is the guy i was meant to be arguing with his bio says he is a spic troll but press him on it and he is not a spic i just got mixed up
2020-09-19T04:00:31.113Z,whom st the biggest nut niggers whom st release seminal fluid
2022-03-29T18:54:29.080Z,only white ppl fall for that shit
2020-10-29T09:44:33.311Z,hmm why are the jews hated i do not get it
2020-08-22T14:32:21.656Z,i am fucking done with this bitch
2020-06-08T15:14:15.910Z,i am jewish in generations not one kike has been introduced into my family i am half pure aryan
2021-08-30T00:12:11.458Z,it some weird shit with a negress dominatrix and incest and such i linked the trailer to the movie
2022-02-24T18:07:01.316Z,but how can anyone bridge a racial gap that so wide i do not get i can see in some instances whites having relationship with some asians the gap between white and blacks arabs hindis metizos etc to my thinking makes for something completely out of whack
2022-02-25T20:42:16.117Z,please can you enlighten me as to why chabad jews think they are superior are we all not gods children is a very important number yes its not just your religious number i would welcome conversation with you to try and understand your attitude towards goyem life
2021-09-19T03:06:42.580Z,well well well if my favorite mud shark of all time is not getting hung up by the sand nigger lovers god save this world really
2022-03-04T15:05:58.877Z,texas is a shithole because it full of niggers i do not know why anybody would live there texans are not tough they are a bunch of pussies they let their whole state be overrun by niggers and mexicans
2022-01-06T08:33:03.095Z,it is very easy to criticize white activists if they are doing something stupid like fighting other white activists because they are from a different socialist gang
2022-03-07T03:21:48.498Z,sure china and sk resent wwii japan for no reason those are fake prisons in nk japan never ran unit or vivisected american soldiers or other nice things like bataan those meek asians only used gentle torture throughout history ghenghis khan is famous philanthropist they never had wars
2021-03-25T04:50:07.206Z,needs there anymore don t retarded there i fixed your ridiculous tweet for you
2020-09-08T08:01:39.225Z,then start running my suhkoi through muslim countries runnin blackjacks in wit ss18
2021-08-18T11:35:35.563Z,yes we will and you stick to trolling old women to artificially inflate your cult leaders book rankings we are going to save western civilization and you are going to do nothing but act like a retard all your life
2021-01-02T01:44:55.874Z,muslim chaplain of the canadian army wtf why i am sure our muzzie friends and allies have a priest in their army hell i doubt there is one in the whole country fk islam can fam speak freely
2021-05-05T07:18:08.172Z,canada is turning into a muzzie shit hole too
2022-04-21T02:01:36.984Z,is a creative external processor of emotions queer black tweeter and meme connoisseur from england matthias works to create a safe space for everyone to feel that they are not alone and that their experiences are valid he also enjoys getting rather silly
2021-08-05T04:30:38.454Z,nothing royal about this wedding he is a bastard and she is a nignog halfbreed thot and a divorced catholic to boot it is notable that both the father of the bride and the father of the groom did not attend
2021-02-12T15:33:52.225Z,its ok to be gay
2021-10-12T14:03:37.350Z,nah hillary loves muzzies the same way she loves rapists those are her peeps
2022-04-01T17:06:53.604Z,to this day a nigga still talking bout they wish they did right by me
2020-09-04T19:38:00.517Z,lol ok you go hang out in the ghetto where they have no aspirations ambitions see how far multiculturalism gets you it will save you some time if you just look at how europe is now you will feel better if you do not hate yourself so much
2020-08-15T07:16:41.874Z,if saying nigger to someone makes them respond violently that person has no place in society violent animals belong in cages when is the last time you heard kike or faggot or any other slur as the basis for violence words are just words sticks and stones etc
2021-01-31T16:32:12.333Z,london stan under attack again police suspect it was four old white women upset because they did not have enough recreational centers i would suspect liberalism and jews paying sand niggers but hey i do not have a degree in journalism
2021-04-24T14:03:27.031Z,ranking of jokers in order heath ledger joaquin phoenix jared leto
2020-10-08T11:02:10.553Z,using gas lighting propaganda for you horrible white southerners meant nothing real
2022-04-07T12:55:35.117Z,brando is the only one who can out boomer a boomer with being retarded
2022-03-22T00:36:20.949Z,there does seem to be an uncanny similarity between the current usual suspects and previous asians
2021-11-14T20:58:42.890Z,the little girl did not really know what was going on its pretty shocking because we can diagnose her future if she remains in that ghetto disease rape and degradation ending with the removal of her genetic lineage from the white gene pool and macron is calling for more of this traitors must be hung
2021-12-24T00:05:15.376Z,soy look i know i have fucked a few asians here and there but i highly doubt my face looks like soy sauce
2021-04-20T03:48:15.573Z,oooh oh i have my entry i call it dead fucking nazis dangling from nooses you nazi faggots like gaystapo
2021-04-12T22:40:33.290Z,my guess jews with mafia connections to cuba
2021-02-01T17:24:05.590Z,gobble propaganda where were you when hindu women were raped your friends
2021-12-09T13:51:48.159Z,if i hear someone near me yelling at a moslem or attacking one i am not going to stop him her i have seen too many videos of moslems attacking non moslems and no moslem ever came to their victim defense or rescue no non moslem even helped
2021-05-30T22:30:25.871Z,yes after he ships in all the muslims and africans they will kill all dykes like you i agree he is a hero
2020-11-10T23:14:39.854Z,boi i thought we was fenna die like a hoe
2021-07-06T20:04:14.616Z,i do not have a pinterest so you know i am not gay
2020-08-19T12:01:00.569Z,naam tak rocky handsome se copy kiya hai itna bhi nahin janta ki tere baap dada bhi hindu the and turk came and raped and some turned muslim and idiots like you think you ruled us for years ja pehle history pad phir baat karna
2021-01-04T16:07:27.720Z,i sverige r det muslimer som begr de flesta grova brott allt enligt anonyma poliser och vet sanningen men de tror att folket r s dumma att vi fattar nada fuck islam
2021-01-12T23:13:07.235Z,when you can not handle the truth you call it hate speech racist white supremacy homophobia islamophobia and anti semetic
2020-05-25T21:47:01.215Z,two things racialists do not all grasp racialism does not stop at the racial border it applies within race too to individuals and other subgroups one can be as naive about government capacity as about nigger capacity
2020-10-12T15:31:29.153Z,this happens a lot in the makeup beauty community gay men think that the women who have a problem with drag queens or with gay men using misogynistic slurs etc all must be str8 girls who do not know how the lgbt community works guess what dykes hate you too
2022-04-30T11:56:48.601Z,stupid polis god damn faggots got them got them got them what a good series got them eeek a penis como koko why southpark
2020-10-31T22:50:57.403Z,social security disability can be scammed by refugees illegal wetbacks
2021-02-08T01:44:14.879Z,why muslims beat women
2021-04-21T06:02:09.613Z,um akshually star trek were the space commies and star wars jedis are just space jews
2022-01-31T12:37:22.515Z,uh have you gotten a peek at michigan of late upstate ny did you know there are muzzy civil rights groups functioning besides cair which has been determined to be a mb terrorist group connection
2022-04-08T19:55:33.080Z,experimental treatment put weinstein in prison force him to rape sheboons a day be raped by black thugs a day for a few years might work might not but who cares
2022-01-14T16:39:59.715Z,it not regardless he a white dude naming the jew with his real name and face out there the retards fawning over him are the same ones that did it about trump
2022-04-03T19:54:22.940Z,god i hope he does and is not being talked out of it by his poisonous advisers or his bitch daughter
2021-07-20T07:00:09.270Z,srj scared them with his towelhead
2020-12-08T06:36:33.097Z,atp i need to fuck w a old man that the only way a nigga gone ever understand what i m saying
2020-08-20T19:29:24.851Z,fuck that nigger he got shot by other niggers for nigger reasons and niggers refuse to believe that
2020-09-13T10:00:51.165Z,are really so dumb to imply that these pigs were any significance to president trumps win last i checked the fbi had a total around white trash losers that really not a lot quite saying they they actually helped because they did not
2020-07-03T12:30:40.916Z,why do you live in the ghetto ratatata
2021-12-31T08:19:28.876Z,because beaner murder rate is always x whites
2022-04-16T04:34:33.828Z,we must secure the existence of our people and a future for white people altright hdnw jewfreeamerica
2021-10-17T07:08:09.732Z,so my brother loves love shot he watching their music shows and the gayos
2022-04-15T11:28:44.780Z,you jews have surpassed all nations in impertinent fables in bad conduct and in barbarism you deserve to be punished for this is your destiny voltaire in a reply to a letter sent to him by a kike complaining about his anti semitism
2021-06-12T10:09:19.198Z,would be owning this subversive kike right now did mike enoch get hit in the head right before this debate started
2020-05-06T19:14:57.011Z,you have got white supremacists you have got fear mongers you have got unfeeling bigots you have wealthy elitists who hate the poor and immigrants what else is wrong with you
2020-10-07T04:13:37.987Z,regina george can say dyke she has my dyke card
2020-09-17T20:34:21.523Z,i always hit my head in the back of those thi ngs hartford van dyke silent weapons for quiet wars is mandatory reading for oligarchs and us just as sheriff richard mack county sheriff americas last hope amazon
2022-04-02T13:12:07.502Z,what does your crystal ball tell you about listening to nigger music
2022-02-10T02:25:07.453Z,peppered cheeses made my son gay
2021-12-31T19:30:20.175Z,black girls saying white girls think eating pizza is a personality trait but you all think attracting drug dealers one too
2021-07-24T06:31:22.894Z,oh cry me a river btw jack and mark are total faggots who sell your info to the every tom dick and harry i know i used to help them do it
2020-07-14T12:46:31.302Z,so they burnt the talmud in the notre dame cathedral now jews and muzzies celebrate muzzie cucks and jewish bucks
2022-01-24T18:54:00.005Z,the niggers love the smell of grandma depends
2020-11-15T22:09:15.268Z,shillary is still crying why why you lost you traitorous hag you hate your own race and put illegals and non whites above your own people figure it out and then go away and no one wants that shitty book except maybe dykes with purple hair
2021-10-15T14:20:10.110Z,love getting ass raped by pc kids on pubs when i am on console
2021-07-08T12:35:09.467Z,this nation that we love is being raped by a man who would be king the founders listed this as their very greatest fear a man out for himself who would use other foreign powers to help him stay in power here we can not let this happen on our watch
2021-07-15T08:23:57.192Z,garrett is still a gun nut who hates gay people becca is still too good for him the bachelor
2020-08-19T18:47:46.578Z,square up to it mental nigger come at me and tell me how jesus came back from the dead because that the claim it a claim it a factual claim not presented as a myth so get up and tell me it true you mind nigger
2021-01-22T04:42:03.716Z,niggas really fucking faggots
2022-04-10T23:41:37.806Z,i guess swallowing gallons of nigger semen will do that to a pasty faced traitor such as he
2021-12-11T18:07:13.466Z,supports tucker carlson and white supremacy pods supports racism and murder of minorities
2020-09-17T16:08:29.120Z,that white bitch from clueless is fine
2020-09-16T01:31:07.403Z,big salty tears rolling down your chin my how the losing sjw quickly turn to hate speech and violence when things do not go their way direct result of receiving participation trophies their whole life hope we can now stop the pussificationofamerica
2020-06-21T06:20:10.889Z,oh fun hardy boy is back i have never been to jefferson county let alone kansas i am a diest and not a fucking retarded cocksucker like you
2020-08-12T04:33:55.418Z,i was talking to a co worker about the local takeaway shops and instead of saying maggots i said faggots and i am ready to go kill myself oh my god maddie
2022-03-03T20:55:03.405Z,i seriously doubt any white man would willingly lie with a sheboon let alone rape one hell black men do not even want them mawa
2020-08-25T02:18:54.545Z,a camel jockey midde east watering station
2021-07-05T10:04:49.234Z,in what way is trump white nationlist and by the way how come you do not condemn the muslim brotherhood
2020-12-24T12:48:08.903Z,made a asian slaw spices and ketchup sandwich
2020-08-23T01:59:15.535Z,this morning at i saw some spick lawn guys hit a dudes car in the parking lot waited for the owner to come outside because the spicks were trying to drive away it was extremely satisfying knowing they were going to have to talk to the police about it
2020-10-24T18:03:04.407Z,when are we going coon bashing
2021-08-18T21:42:26.962Z,this is islam
2020-09-26T01:34:25.426Z,so pollocks the only ones fighting the muzzies at present in the eu do not count the polish casualties were around dead and captured
2021-08-09T09:54:31.508Z,since vans have decided to attack us now we should be thankful we do not have to worry about terrorists anymore but now we need to ban all white vans what next
2021-11-12T05:10:33.994Z,important to note that this empowers massive violence against white children hundreds of thousands raped and tortured in the west uk nl de fr be massive industrial scale farms where muslims groom and rape white kids this rhetoric is designed to facilitate this violence
2021-08-23T21:34:30.068Z,i don t trust bitches who dance in victoria secret lol
2020-09-18T04:59:26.564Z,all i did was wake up and love myself and some group of uneducated white girls are yelling nigger at me through the internet before lunch
2021-10-20T17:02:22.779Z,the left acknowledges there is a rise in nationalism when will they acknowledge why not a nationalist here just a rationalist we have been told our entire lives we are all immigrants not true but if we are immigrants from europe then we must saveeurope gabfam speakfreely
2021-04-12T21:38:05.757Z,notice they attack islam but are happy with the gay sauna brighton and being remain do not worry pol2 is a team of te new knights and we can get you killed at any time happy shabat
2020-08-04T08:23:51.131Z,the party elite hate immigrants this should be stopped
2021-01-02T05:21:11.668Z,our government flooded us with shitlam not tommy
2020-07-16T01:27:06.041Z,well that the primary reason but it mostly supported by the fact that niggers never keep the same energy all words no action
2020-09-01T05:30:50.940Z,look at the video spencer did not do a nazi salute a few in the audience did spencer is not responsible for the audience you are buying into the msm narrative here
2021-01-10T05:30:22.880Z,seriously get to a therapist or a decent honky tonk bar they can help you
2022-03-13T17:37:41.765Z,empowerment through consumerism is fake empowerment
2022-01-19T22:34:28.156Z,infanticide maybe the democrat party is a greater danger to this nation than immigrants coming across the border just sayin
2021-09-03T10:22:54.356Z,us not demanding concessions from israel for j lm recognition ambassador nikki haley says trump admin not seeking concessions from israel after recognition of jerusalem this was our decision israel has conceded enough about time the arabs actually showed some good faith unfucking likely
2021-04-14T10:02:56.053Z,whites should all transfer to other schools making this one exclusively a nigger institution
2021-11-27T17:31:14.172Z,well he is a retarded duck and he will get his ass kicked
2020-08-10T15:06:11.640Z,paul ryan says a wall is a waste of money but million spent on private settlements of sexual harassment is good business
2020-12-20T18:56:20.700Z,oh and they wanted to disrupt the money going to the gop for the mid term elections that is why they have the shit stain kike kids saying on live tv anyone politician who takes money from the nra has blood on their hands
2021-05-03T09:34:46.595Z,ew those faggot creeps
2021-03-30T06:01:20.104Z,who is muslim here
2022-03-13T13:01:17.081Z,crazy women got the best pussy
2021-08-23T20:46:26.796Z,she wasn t elected there is no world in which a dyke could be elected in serbia it was a theresa may situation the previous pm resigned and she got in
2020-06-27T05:39:04.269Z,more projection from the professional liars the protectors of the status quo the bastions of ignorance the apologists for the globalists hegemony the enemies of freedom the enablers of the moslem invasion bbc are complicit in murder rape slavery and the destruction of western civilization
2021-01-15T10:42:42.181Z,danish pm giving us the gift of infinity niggers and arabs
2021-07-25T06:59:22.782Z,hello mr prime minister please help me i am a refugee from afghanistan in indonesia since i got the refugee card from unhcr in and i am still waiting for the resettlement please help me for resettlement no job no hope for life no future please
2021-07-25T19:15:39.598Z,know turns out she not racist neither so to all you niggers out there get all excited she sucks dick you hardly e dr get that without niggers in presence
2021-08-08T07:35:03.764Z,bill clinton raped multiple women and lied under oath not a single democrat voted to remove him from office we refuse to accept their claimed moral authority and we will vote in our own interests as we see fit regardless of what lies the washington post chooses to print
2021-12-27T20:45:16.806Z,i say what i want to say and do what i want to do there no in between people will either love you for it or hate you for it
2021-08-05T05:37:38.264Z,i was about to say this most women i know who were raped were raped by a family member which makes me want to blow my goddamn brains out
2021-11-07T09:15:50.539Z,should illegal aliens be counted in the us census
2021-05-14T01:37:56.620Z,are you seriously backing that lil spic fag fuentes
2022-03-10T08:06:12.303Z,faggots who put such an extreme emphasis on bourgouise education are like retarded children or maybe more like a normie republican who do not understand nature vs nurture wtf is wrong w you
2021-05-12T16:13:53.674Z,deport all non whiets revoke citizenship protip jews are not white
2021-07-29T18:58:19.589Z,hillbilly polled
2021-08-29T01:21:39.205Z,no stop saying its normalised for men we all know how much muslim women sleeps with non muslims they ditch us for white men they think kafirs will convert they just pump n dump muslimas every year women gets pregnant in uk by non muslims source bradfordislam
2021-11-06T01:25:40.031Z,because spewing a bunch of shit accompanied by crying and kvetching is an argument this is coming from a faggot who has had no arguments aside from faggy snipes and fevered paranoid delusions you are pathetic
2021-08-08T22:27:55.237Z,romans for this because god gave them up unto vile affections for even their women did change the natural use into that which is against nature
2022-02-09T19:49:21.141Z,if they are going to have a nigger mayor then at least elect a high voodoo priest
2020-10-19T10:16:50.752Z,places where white people are discriminated against south africa the middle east anywhere that is not europe or north america
2021-01-27T20:34:30.397Z,eurocucks love to watch their wives get raped by migrants
2021-05-02T05:55:17.559Z,drunk driving could have easily killed me in the past couple years luckily enough people on mpc called me a nigger so i have stopped doing that mpc status updates
2022-02-28T15:50:03.836Z,islam is bullshit mohammed was a pedophile and liked taking it up the ass a religion of wifebeaters and goathumpers is not a religion its a cult
2022-04-01T00:45:49.844Z,fuck yeah kill that white devil the terror infamy
2020-07-15T19:07:20.399Z,shout out to and her hairy brown unwashed curry stench hole hope you choke to death on a bad batch of vindaloo you loud mouthed uppity shitskin cunt you look like you stink like used menstrual pads and lentil beans
2021-06-03T16:23:24.401Z,only those who already had high iqs would have been able to move to winter lands not that the winter made them intelligent really retarded logic from those who spread the theory john is talking about
2022-03-18T00:50:32.622Z,that right call them deplorables they will be shamed into not voting failure call them racists they will be shamed into not voting failure call them white supremacists and say trump is going to be impeached gee i wonder what will happen
2021-06-23T13:55:59.690Z,she was screaming nigger and that she wish she could kill all the niggers in public at a cvs bitch
2020-11-14T11:10:40.131Z,can not really say that i feel bad about that one dead spic faggots and a dead muslimic none of whom belong in this country is a positive outcome imho
2021-09-08T10:49:44.743Z,fuck this sand nigger
2021-10-24T07:49:50.213Z,false you are the only actual faggot i know that will touch men in such a way
2020-07-10T20:52:10.681Z,put yourself in her shoes see debt pilling up to me oh everybody was at fault the family taraji and the guy
2021-01-23T13:09:06.841Z,they re speaking retard jaja
2020-06-10T21:14:31.432Z,how dafuk a ching chong gone deliver mah food wit all dis snow out heah shiet nigga best brang mah food
2022-04-18T22:37:04.033Z,haha social justice vulnerable immigrant communities refugees hahahhaa actually it not funny because that is what happening
2021-10-27T18:32:15.768Z,and ill say it again the only good moslem is one that not breathing fucking period anybody who thinks these goat fuckers are here for anything less than to take over our country needs to swim with the fishes as well
2021-12-07T03:32:42.975Z,not this man clocking your chicken legs with the white womens walking shoe he did not come to date he came to read
2020-05-09T02:47:50.414Z,stop the harassment
2020-05-14T09:43:55.152Z,her phases have now included scene jack skellington which she shaved her head for hello kitty lesbian trans straight basic goth atheist and now basic white religious bitch
2020-11-04T11:50:02.424Z,i remember when vontaze burfict almost killed that nigga ab on the field wit that hit
2021-02-26T23:31:20.773Z,lol where are the people telling a baker to make a gay wedding cake
2021-08-22T12:49:38.485Z,they look like plain old pale skinned niggers to me that sheboon looks like some kind of mutant anyway with those chinky eyes
2021-05-01T02:49:28.312Z,goat fucking woman beating child raping sand niggers everywhere
2020-09-19T12:55:48.032Z,it ain t over until the white house hillbilly calls out a feud
2020-07-04T04:11:48.275Z,this nigga is now spamming me with his triggered responses lol why is he upset that i described sand nigger language sounds like pubes stuck in one throat let us not even kid ourselves
2021-11-11T22:16:45.347Z,i assume leaders of shithole countries excluded
2021-01-30T23:49:39.942Z,the stupid raghead bastards announce it would only take minutes to destroy tel aviv maybe so and only minutes more to turn iran into a nuclear wasteland
2020-11-15T17:11:40.161Z,the lion of jewdea starts a orginazition known as the christian resistance and we capture north america
2020-12-12T13:45:02.604Z,oy vey i hate muzzies but i love me some kikes and niggers let me guess what comes next dems are the real racists and nazis are lefty liberals got it
2021-12-24T13:53:40.837Z,shit be goofy af lol that that old negro slave talk lol
2021-05-16T12:43:31.076Z,theyblove hezbollah they have admitted this id rather submit to a jew than even acknowledge a sandnigger terrorist group is even remotely okay not saying i would obviously
2020-10-29T11:26:07.641Z,i did no such thing you psychotic moron i said scared women donct report rape you somehow made that into me wanting rapists to go free after you said any woman who is scared after being raped is useless to society you are one unhinged jackass
2021-05-03T04:28:41.298Z,shallnotcensor legislation would have prevented this from ever happening paul nehlen proposal would have saved lives censorship kills we need to take away the left ability to because violence through oppressive soviet style censorship by the megacorporate monopolies they control
2021-02-07T09:29:01.152Z,ur literally a faggot sit down bitch
2021-06-21T17:41:14.792Z,we must secure their rights not to be gang raped by muslime trash
2021-12-06T10:37:17.956Z,no not wrong the defense for not legislating assault weapons is the militia fantasy the rambo phallacy that some redneck and his ar are going to take out the army navy air force etc if a tyrant ever took over always straight to well regulated militia bullshit
2022-01-23T20:30:55.404Z,what is behind the treasonous uk govt actions mooslim oil money or jewish money
2021-09-23T05:17:22.487Z,before he blacks and assorted mud ppl are repatriated they need to pay white america reparations for their crimes and parasitism we def do not need gun control we need nigger and cholo control belly chains blackbox spitmask hood while on the jpats plane on their way home
2020-12-03T14:00:29.959Z,lol only a female nigger could be so dumb
2020-08-13T02:46:31.923Z,these nigger biches look like planet of da apes on crack
2022-02-18T09:48:11.328Z,i dissent the pact between jews muslims to rig the towers with thermite while promising the arabs the usa in return the jew world order
2021-06-07T22:05:33.917Z,this yid parasitic bitch should be hanged on the st tall tree that grows in the center of the city to all to see and learn that yids are beasts of the field and not allowed to exist with humans
2020-09-11T12:34:36.339Z,can confirm it a lot more tolerable than listening to shit hop or some off key auto tuned negress r b garbage too
2021-01-24T18:32:18.245Z,so apparently poeople do not like it when you say you want to kill yourself it would true though
2020-07-23T01:41:45.919Z,some might argue we already had a muslim leader just saying
2021-05-29T10:19:48.162Z,we talk about straight girls in fandoms fetishising gay men but we do not talk about the straight women authors that encourage it looking at you cassie clare
2020-07-25T23:47:01.946Z,hi i am new to gab and i have run the numbers vaginal pros self lubrication feels amazing cons pregnancy sometimes a little loose anal pros tighter muscle she can not get pregnant cons have to buy lube kind of gay even w girl
2020-11-30T16:46:31.839Z,if a white man steps into a closed room to negotiate anything for me and it starts or contains black people are from shithole countries that needs to be the end of negotiations and with great prejudice anything else just means i am one of the things to be sold
2021-06-15T02:57:03.533Z,there are muslim umma fuckers muslim halal facebook is not reliable we must have a website social networking far powerfrul than muslim halal facebook we can destroy the coward muslim umma fuckers very easily
2020-06-22T20:17:40.653Z,i agree with you some tsa agents are moslem and look more suspicious than the people they are groping israeli security profile arabs to the nth degree
2020-06-08T13:58:05.278Z,strep throat are not no hoe
2022-04-24T08:44:54.821Z,god i love it when elections do not go their way and then they bitch about it on twitter it kind of sadistic but it just too much fun to see reality hit them over the head like that
2020-09-27T19:11:52.230Z,so you do not agree that a brown muslim who says that they hate white people makes things worse
2020-06-27T18:01:07.638Z,trump playing d chess or just being a filthy kike stooge
2020-10-16T20:31:12.876Z,fuck the community keep the muzzies on a fucking leash i consider them filthy
2020-08-03T10:49:36.706Z,the absolute state of right wing women lol awaits the outrage
2022-03-18T07:17:42.826Z,you niggers are absolutely disgusting
2021-07-22T05:37:46.461Z,fuck ramadan fuck moslems death be upon you you filthy stinking retarded fucks you stupid fucks wash your nasty balls fungus infested feet before you pray but never brush or floss your rotten teeth you smell like you have been eating shit sandwiches
2020-07-03T00:43:48.323Z,why do you think the nigger loving kardashians got so famous i am sure no white girls got the idea of fucking mud monkeys was kewl
2021-04-09T14:45:16.244Z,i am sick of hearing about the grenfell tower fire it was a muslim bomb factory that blew up
2021-03-01T15:31:29.400Z,its the summer time so niggas are going to disrespect their boys just to catch a body
2021-08-26T03:30:22.079Z,long life to our nations long life to europe and western stop this white genocide fuck this nwo against our families our lands and our existence
2021-08-14T08:11:27.385Z,you are seriously sick wallah i hate you
2021-03-03T07:22:20.111Z,you want to tel that to the black elder woman who cursed me out and called me a raghead when i got on the bus as a hijabi
2020-06-21T09:34:51.604Z,may put a muzrat in charge of immigration
2020-11-25T10:42:06.390Z,he should have bitched slapped that nigger that told him he was an embarrassment to the country those so called journalists are the embarrassment to the country
2021-06-16T07:07:40.350Z,a goatfucker no doubt
2022-02-23T17:55:43.585Z,no i do not want to be your homie no we not friends no i do not want to blow tree with you kill yourself
2021-08-22T20:28:24.284Z,i don t like any bitch that says he him lesbians aren t valid
2021-07-27T16:37:04.070Z,whoever wrote that is the goat
2021-03-14T17:46:05.994Z,a gay who is respectful to others conducts his personal life privately discretely does not seek to force others to celebrate gayness obeys our laws especially those regarding controlled substances sexual contact with minors there are many such gays i have no problem with them
2021-12-23T21:21:41.959Z,if you are acting like a faggot i will certainly call you one faggot
2021-06-30T12:26:37.758Z,dom fat ass will buy me food just to eat it i really fucking hate it here
2020-06-19T15:25:47.207Z,but if a white person is singing a song that says nigga in it people get mad why is not this the same with faggot or bitch etc because the n word is used differently than other words it because in context nigga is the exception not the rule
2021-07-18T23:42:51.970Z,fuck cobra kai and fuck that homosexual known as daniel i am for the real cobra the late cobra not the gay remake of cobra cobra and destro baroness
2021-02-05T02:49:09.642Z,ha classic the dsa faggot was not having a good time
2020-06-21T17:50:49.655Z,you woke it problematic that heidegger was associated with the nazis me based that was basically the only not bad thing about him
2020-09-13T12:30:13.772Z,you don t never fuck yo niggas bitch n you don t never sneak around him
2021-12-31T12:58:33.173Z,anybody notice anything strange on gab like some muslims or people of color remember we are listed as the alt right site the all white site nothing against spanish italians etc free country just pointing it out gabfam
2021-03-02T13:51:21.553Z,if kyrie irving nigger ass thinks he getting a warm welcome in boston he can forget it
2021-04-11T19:59:19.307Z,hold on waterparks gon have yung pinch for an opener a win for the niggers
2020-12-31T17:35:40.929Z,hm is not yids support arabs invading in eu and they thought arabs would be licking their ass another yid was killed in france few days ag here you go its called karma
2021-03-17T21:54:39.738Z,dr robert epstein the pro gay editor in chief of psychology today noted that gay readers who were upset with an ad that ran in his publication in sent him letters asserting that gays have a right to be rude or abusive because they themselves have been abused michael brown phd
2020-08-02T03:20:19.895Z,he got the name when he became a true muslim
2021-02-17T03:23:15.815Z,a fact is inciting hatred using the same logic labelling meat halal is inciting hatred against non muslims surely
2022-02-27T16:58:02.253Z,no most white men do not rape year old women that department is saved for your compadre beaners and young black males
2020-06-09T05:21:30.552Z,i hate niggers so much that if i saw a newborn nigger drowning in a mud puddle i would not even kick the little parasite out
2021-07-11T04:46:48.632Z,sounds like something that needs a team of shark kike lawyers to sniff out
2021-09-17T01:43:23.641Z,white male who claims white racism is still a big problem makes his point by attacking black immigrant
2020-12-26T03:22:21.901Z,bitch stay in your damn nazi lane we do not accept you
2020-12-23T21:20:37.859Z,as if you d know what it like to be in the situation we know because we been thru it your thoughts here do not matter like in most things white devil
2021-02-25T04:54:04.698Z,did you forget what i told you we really hate you
2020-12-02T06:40:03.544Z,now now with all of these needy white people crying out to beto y maria garca from michoacan for remedial human reproductive sexual instruction the least you could do is inform them the kamasutra offers a frog position
2022-03-07T11:38:15.216Z,whoever picked mineecraft is fuckign retarded
2021-02-09T00:54:25.890Z,i needed you and you were not there that made me hate you
2022-04-28T12:46:28.969Z,ok glad to see you are ok was thinking the muzzy got you lol
2021-12-09T13:27:27.785Z,black billionaire you know booty suckin this niggers
